age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
44,368.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
39,149.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60787377
30,62.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
42,19.0,is-biased,Korea South,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
25,466.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/dc-apartment-that-housed-alleged-fake-feds-hires-national-security-firm-for-complete-audit
30,293.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
36,74.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60810468
46,305.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018821
26,287.0,is-not-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60669763
46,18.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
25,200.0,is-biased,United Kingdom,Male,English,FOX,Liberal,https://www.foxnews.com/us/gunshots-miami-beach-spring-break-injuries
26,69.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/science-environment-61044759
22,153.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/virginia-parent-fighting-race-based-admissions-policy-wins-supreme-court
33,112.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61005390
40,400.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
32,260.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-scotland-scotland-business-60780953
53,157.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-asia-india-61042313
60,59.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
42,436.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
57,192.0,is-biased,Namibia,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html
60,373.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
41,324.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
39,202.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/biden-patriot-antimissile-systems-saudis
30,377.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
30,207.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-man-finds-7-foot-snake-behind-couch-cushion
31,262.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
38,311.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
28,69.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/science-environment-61044759
22,153.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
39,244.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
40,455.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
45,273.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/golf/hudson-swafford-golf-club-head-masters-spt-intl/index.html
25,307.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
34,471.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html
27,329.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/florida-mid-atlantic-forecast-strong-storms-heavy-rain
30,66.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/trump-appeal-ny-attorney-general-investigation-depositions/index.html
34,297.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60829623
34,200.0,is-biased,Georgia,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60374677
25,107.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
30,336.0,is-biased,Other,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
62,228.0,is-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-61004345
20,296.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-59731053
23,11.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/magazine-33103973
61,232.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
57,135.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
24,219.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60818243
34,341.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999431
19,368.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
32,67.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
40,409.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/2-alabama-men-charged-takeover-florida-beach-town
40,281.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
36,244.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61027374
45,389.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
26,271.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60800439
48,105.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
59,79.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
47,110.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
30,330.0,is-biased,United States,Male,Pennsylvania Dutch or Pennsylvania German,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
33,181.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
66,408.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-homeowner-beats-up-suspected-burglar-during-robbery
51,227.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/21/weather/tornado-severe-storms-south-monday-wxn/index.html
35,2.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
25,14.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
39,12.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
31,52.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
25,484.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61033126
21,472.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/av/10462520
42,78.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
30,263.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-60655349
35,109.0,is-biased,Qatar,Female,Qashqai or Ghashghai,FOX,Independent,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
26,79.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
32,456.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
70,474.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
35,17.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/2-alabama-men-charged-takeover-florida-beach-town
45,96.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
70,285.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
45,357.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
57,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60774098
26,65.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61004345
25,458.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/eric-greitens-abuse-accusations-missouri-senate-candidate/index.html
30,221.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/av/10462520
24,409.0,is-not-biased,default,Male,default,BBC,default,https://www.bbc.co.uk/news/world-europe-60626921
34,108.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
60,447.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-york-city-pedestrian-killed-nypd-van
24,448.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
22,97.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/driver-highway-philadelphia-dies-tire-crashes-windshield
26,411.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/av/10462520
54,211.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
51,418.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018819
64,438.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
64,288.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-york-city-driver-runs-over-man-doing-donuts-street-flees-video
47,24.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
25,49.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61029445
22,236.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
32,378.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us
38,320.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/uk-60816960
45,418.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018765
44,205.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
35,220.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
31,409.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018765
34,231.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
38,366.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/west-texas-wildfires-evacuations
60,358.0,is-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60810468
29,485.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
31,202.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60804943
34,121.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/ketanji-brown-jackson-confirmation-hearing-day-1/index.html
47,454.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
25,211.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
50,169.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/va-reporter-among-2-killed-in-shooting
30,7.0,is-biased,India,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61033126
43,469.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/us/washington-nationals-park-shooting/index.html
64,296.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/man-beaten-by-biker-club-after-accidentally-running-into-member-at-mi-bar-police
